property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features
house,independent,sector 9,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),3,3,1,not available,2,NA,1 to 5 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Esic Hospital Gurugram', 'Taneja Hospital', 'Dr. Ashok Jain', 'Pearl Dental Clinic', 'Shree Krishna Hospital Gurgaon', 'Dr. Madan Clinic', 'Kr Dental Hub', 'Ankur Clinic and Maternity Home', 'Dev Man Kathuria Clinic', 'Shiv Mahima Patient Care Bureau', 'Navjeevan Hospital and Maternity Centre', 'Chiranjiv Hospital', 'Satyam Hospital Gurgaon', 'Shri Gobind Hospital', 'Geeta Nursing Home Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Lal Superspeciality Hospital', 'Swastik Maternity and Medical Centre', 'Mangalam Hospital and Heart Centre Gurgaon', 'Aryan Hospital', 'Shri Multispeciality Hospital', 'Ravi Clinic and Health Care Centre', 'D.R. Rajnis Gupta Clinic', 'Bindal Clinic', 'Gurgaon Eye Centre', 'My Care Clinic', 'M.S Hospital', 'Triveni Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Sethi Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Sparsh Hospital Gurgaon', 'Pasricha Hospital and Maternity Home', 'Bhatnagar Maternity and Nursing Home', 'Nangia Hospital Ent and Maternity', 'Parashar Hospital', 'Kathuria Hospital', 'Bhanu Dental Care', 'Rama Hospital & Nursing Home', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
house,independent,sector 13,4.5,9091.0,4950.0,Plot area 550(459.87 sq.m.),4,5,2,not available,2,East,10+ Year Old,"['Hanuman Mandir', 'Sheetla Mata Mandir', 'Lotus Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Saraswati Hospital Gurgaon', 'Ahooja Eye and Dental Institute Hospital', 'Jackson Hospital', 'Dr. Sandeep Chauhan', 'Nidhi Clinic', 'Dental Health Centre', 'Kalyani Hospital Gurgaon', 'Dr. Babita Sharma', 'M Goel Hospital', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Dr. Tomar Clinic', 'Lall Nursing and Maternity Home', 'Lalit Dental Care', 'Om Charitable Dental & Implant Centre', 'Lall Eye Care Centre', 'Dentecare - Multispeciality Dental Clinic', 'Children Hospital', 'Kharbanda Maternity and Nursing Home', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Gupta Hospital Gurgaon', 'Sheetla Clinic', 'Dr. Sarvejeet Singh', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Jeevan Jyoti Hospital Gurgaon', 'Kishor Clinic', 'Sharma Hospital Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'GH Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Dr. Ajay S. Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Ahmed Hospital Multi Speciality', 'Aarvy Hospital', 'Indian Oil', 'Rang Parivartan', 'State bank of india sbi', 'Punjab national bank', 'Icici bank', 'Hdfc bank', 'govt sec school', 'Dronacharya Government College', 'Lieutenant Atul Kataria School', 'Salvan Public School', 'District library gurgaon']",,
house,independent,sector 24,3.2,59259.0,540.0,Plot area 60(50.17 sq.m.),14,14,3+,not available,6,West,1 to 5 Year Old,"['Dlf phase 3 metro station', 'Micromax moulsari avenue metro station', 'Dlf phase 2 metro station', 'Guru dronacharya metro station', 'Indusind bank cyber city metro station', 'Vodafone belvedere towers metro station', 'Shri Shiv Shakthi Mandir', 'Icici bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Abn amro bank ATM', 'Citibank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Dental Cure and Care Centre', ""Dr. Khullar's Dental Clinic"", 'Garg Dental Care', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Harbour', 'Asha Multispeciality Clinic', 'Upkar Clinic', ""St Stephen's Hospital Health Care Facility"", 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Cosmodentz Dental Clinic', 'RBS Dental Clinic', 'Kailash Nursing Home Gurgaon', 'Krishna Family Clinic', 'Durga Poly Clinic', 'Anahat Hospital', 'Pharmacy', 'Shri Balaji Medical Store', 'State bank of india', 'Icici bank', 'Deutsche bank', 'Standard chartered bank', 'PVR Cinames', 'The God Father', 'Machaan', 'Food Court', 'Mc Donalds', 'barrique', ""McDonald's""]","['14 Bed', '14 Wardrobe', '1 Water Purifier', '1 Fridge', '14 AC', '14 TV', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Sofa', 'No Stove', 'No Washing Machine']","['Water Storage', 'Park']"
house,independent,sector 4,0.6,105263.0,57.0,Plot area 57(5.3 sq.m.),3,3,1,others,2,NA,10+ Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Prateek Nursing Home And Polyclinic', 'Sneh Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Kr Dental Hub', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Dr. Mittal Clinic', 'Jiya Clinic', 'Dr. Sindhu Clinic', 'Shree Krishna Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Gurgaon Eye Centre', 'R K Hospital Gurgaon', 'Dr. Ashok Jain', 'Pearl Dental Clinic', 'Chirag Hospital Pvt. Ltd', 'Esic Hospital Gurugram', 'Aryan Hospital', 'Taneja Hospital', 'D.R. Rajnis Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'GH Gurgaon', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Chiranjiv Hospital', 'Dr. Sarvejeet Singh', 'Dr. Madan Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Bindal Clinic', 'Kidney Clinic', 'Swastik Maternity and Medical Centre', 'Dev Man Kathuria Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['1 Exhaust Fan', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
house,hero homes,sector 104,1.95,21195.0,920.0,Plot area 920(85.47 sq.m.),3,5,3+,not available,2,NA,5 to 10 Year Old,"['Basai Metro Station', 'HUDA Market', 'Dwarka Expressway', 'Kings International School', 'Aryan Hospital', 'IGI Airport', 'Gurugram Railway Station']",[],
house,ganpati heights apartment,sector 13,1.25,151.0,82781.0,Plot area 115(7692.86 sq.m.),10,6,2,others,3,South-East,10+ Year Old,"['Hanuman Mandir', 'Sheetla Mata Mandir', 'Lotus Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Jackson Hospital', 'Dental Health Centre', 'Ahooja Eye and Dental Institute Hospital', 'M Goel Hospital', 'Dr. Sandeep Chauhan', 'Saraswati Hospital Gurgaon', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Lall Nursing and Maternity Home', 'Lalit Dental Care', 'Om Charitable Dental & Implant Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lall Eye Care Centre', 'Kharbanda Maternity and Nursing Home', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Gupta Hospital Gurgaon', 'Nidhi Clinic', 'Dr. Sarvejeet Singh', 'Dr. Babita Sharma', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Tomar Clinic', 'Children Hospital', 'Sharma Hospital Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Bhatnagar Maternity and Nursing Home', 'Kalyani Hospital Gurgaon', 'GH Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Sheetla Clinic', 'Sparsh Hospital Gurgaon', 'Kishor Clinic', 'Triveni Hospital Gurgaon', 'Bindal Clinic', 'M.S Hospital', 'Ravi Clinic and Health Care Centre', 'My Care Clinic', 'Indian Oil', 'Rang Parivartan', 'Punjab national bank', 'State bank of india sbi', 'govt sec school', 'Dronacharya Government College', 'Lieutenant Atul Kataria School', 'District library gurgaon']","['1 Fan', '1 Light', '2 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Waste Disposal']"
house,international city by sobha phase 1,sector 109,6.1,25103.0,2430.0,Plot area 270(225.75 sq.m.),5,6,3+,servant room,2,NA,5 to 10 Year Old,"['Dwarka sector 21 metro station', 'Pacific D21 Mall', 'Dharampeth Main Road', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', ""Rion's Hospital"", 'Indira Gandhi International Airport', 'Gurgaon railway station', 'The Executive Centre', 'Luxus Haritma Resort', ""Oyster's Water Park"", 'BSF Golf Course']",,"['Maintenance Staff', 'Separate entry for servant room', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']"
house,independent,sector 6,0.5,13889.0,360.0,Plot area 40(33.45 sq.m.),5,3,3,not available,3,NA,10+ Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'D.R. Rajnis Gupta Clinic', 'Aryan Hospital', 'Sparsh Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Ravi Clinic and Health Care Centre', 'Gurgaon Eye Centre', 'Geeta Nursing Home Gurgaon', 'Dr. Sarvejeet Singh', 'Dr. Agya Ram Sharma Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Bindal Clinic', 'Lalit Dental Care', 'GH Gurgaon', 'Chiranjiv Hospital', 'Kharbanda Maternity and Nursing Home', 'M.S Hospital', 'Dentecare - Multispeciality Dental Clinic', 'M Goel Hospital', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Pearl Dental Clinic', 'Jackson Hospital', 'Triveni Hospital Gurgaon', 'My Care Clinic', 'Sarvodya Hospital', 'Taneja Hospital', 'Dr. Ashok Jain', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Dental Health Centre', 'Swastik Maternity and Medical Centre', 'Gupta Hospital Gurgaon', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Dr. Sindhu Clinic', 'Dr. Ajay S. Gupta Clinic', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Satyam Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'State bank of india', 'Hdfc bank', 'Kotak bank', 'Rang Parivartan', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","['1 Wardrobe', '3 Fan', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",
house,independent,manesar,2.0,14954.0,1337.0,Plot area 1337.4(124.25 sq.m.),3,1,0,not available,3,North,5 to 10 Year Old,"['Dr. Sahil Clinic', 'Pooja Clinic', 'Yadav Dental & Eye Care', 'Prakash Hospital', 'Shri Rade Clinic', 'Dental Hospital', 'Petrol pump Maitri motors', 'Petrol Pump', ""McDonald's"", ""McDonald's"", 'Rao Dhaba']",[],"['Private Garden / Terrace', 'Water Storage']"
house,housing board colony,sector 28,2.1,23333.0,900.0,Plot area 100(83.61 sq.m.),8,8,3+,others,4,South-East,5 to 10 Year Old,"['Mg road metro station', 'Iffco chowk metro station', 'Arya Samaj Mandir', 'Jain Bhawan', 'Axis bank ATM', 'Punjab national bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Icici bank ATM', 'Sidhesh Hospital Gurgaon', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Privat Hospital', 'Umkal Hospital', 'Sitaram Bhartia', 'Surgi Center Clinic', 'Divine Look Clinic Centre 1', 'Religare Wellness', '98.4', 'Guardian', 'DT Cinemas', 'PVR Metropolitan', 'PVR Cinames', 'PVR Cinames', 'DT Cinemas', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'Kotak mahindra bank', 'Hsbc bank', 'Axis bank', 'Axis bank', 'NutrioBox Gurugram', 'Barbecue Grill', 'Pan Bangkok', 'Dighent cafe', 'Fat', 'Nowhere Brewpub and cafe', 'Belgian Waffle', 'Drunken Monkey', 'Blue Tokai Coffee Roasters', 'CCD', 'Starbucks', 'Pizza Hut', 'Food Court', 'American Montessori', 'Bahrisons library']","['1 Water Purifier', '8 Fan', '1 Exhaust Fan', '3 Geyser', '6 Light', '2 Chimney', '1 Modular Kitchen', '6 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']"
house,independent,sector 12,0.65,6500.0,1000.0,Carpet area: 1000 (92.9 sq.m.),6,2,3,not available,1,NA,undefined,,,
house,unitech espace,sector 50,11.5,35494.0,3240.0,Built Up area: 3240 (301.01 sq.m.),5,6,0,not available,1,North-West,undefined,"['Sri Radhe Krishna Temple', 'Standard chartered ATM', 'Icici bank ATM', 'Vatsalya Clinic', 'Divine Look Clinic Centre', 'Skin Clinic', 'Bones Clinic - Orthopaedics', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Dr. Aruna Kalra', 'Meher Clinic', 'Wellness Eye Centre', 'Neelkanth Health Care', 'Vishesh Dental', 'Best Urologist Atcomplete Family Clinic', 'Park Hospital Gurgaon', 'Sanjeevani Hospital Gurgaon', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sai Dharamraj Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Kore Tech Park', 'Unitech', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'Hdfc bank', 'Central bank of india', 'Icici bank', 'Union bank of india', 'State bank of india', 'SRS Cinemas', 'India', 'Madison and Pike', 'Starbucks', 'Nook', ""Nirula's"", ""Domino's Pizza"", 'Haldiram', 'Kamla International', 'Gurugram University']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
house,independent,sector 13,0.9,11464.0,785.0,Plot area 785(72.93 sq.m.),5,4,3,"pooja room,study room,servant room,others",3,North-West,5 to 10 Year Old,"['Sheetla Mata Mandir', 'Hsbc bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Nidhi Clinic', 'Dr. Babita Sharma', 'Dr. Tomar Clinic', 'Children Hospital', 'Sheetla Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Kishor Clinic', 'Lotus Hospital Gurgaon', 'Saraswati Hospital Gurgaon', 'Jackson Hospital', 'GH Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Kalyani Hospital Gurgaon', 'M Goel Hospital', 'Lalit Dental Care', 'Dental Health Centre', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lall Nursing and Maternity Home', 'Dentecare - Multispeciality Dental Clinic', 'Om Charitable Dental & Implant Centre', 'Dr. Sarvejeet Singh', 'Lall Eye Care Centre', 'Kharbanda Maternity and Nursing Home', 'Nova Care Clinic', 'Ahooja Eye and Dental Institute Hospital', 'Verma E.N.T. Hospital', 'Dr. Sandeep Chauhan', 'Bhatnagar Maternity and Nursing Home', 'Nagpal Nursing Home Gurgaon', 'Sparsh Hospital Gurgaon', 'Sector-14 Market', 'Indian Oil', 'Rang Parivartan', 'Icici bank', 'Hdfc bank', 'State bank of india sbi', 'Punjab national bank', 'Oriental bank of commerce', 'Karur vysay bank', 'Standard chartered bank', 'Catholic syrian bank', 'Cafe Coffee Day', 'Lieutenant Atul Kataria School', 'Dronacharya Government College']",,
house,not applicable,sector 4,0.75,11718.0,640.0,Plot area 640(59.46 sq.m.),5,4,3,not available,2,NA,5 to 10 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Prateek Nursing Home And Polyclinic', 'Shree Krishna Hospital Gurgaon', 'Kr Dental Hub', 'Dr. Hitesh Dawar', 'Sneh Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Esic Hospital Gurugram', 'Dr. Ashok Jain', 'Dr. Sindhu Clinic', 'Gurgaon Eye Centre', 'Pearl Dental Clinic', 'Dr. Mittal Clinic', 'Jiya Clinic', 'R K Hospital Gurgaon', 'Yashroop Medical Centre', ""Dr. Anurag's Child Care Clinic"", 'Taneja Hospital', 'Aryan Hospital', 'Chirag Hospital Pvt. Ltd', 'Geeta Nursing Home Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'Chiranjiv Hospital', 'Dr. Madan Clinic', 'Bhatnagar Maternity and Nursing Home', 'Dr. Agya Ram Sharma Clinic', 'Dev Man Kathuria Clinic', 'GH Gurgaon', 'Swastik Maternity and Medical Centre', 'Bindal Clinic', 'Dr. Sarvejeet Singh', 'M.S Hospital', 'My Care Clinic', 'Satyam Hospital Gurgaon', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",[],
house,independent,sector 105,1.3,11555.0,1125.0,Plot area 1125(104.52 sq.m.),3,3,1,not available,2,North,5 to 10 Year Old,"['Palam Vihar Vyapar kendra', 'Chintapurni Mandir', 'State bank ATM', 'R K Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'Bhardwaj Hospital', 'Dr. Hitesh Dawar', 'Jiya Clinic', 'Sneh Hospital Gurgaon', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Prateek Nursing Home And Polyclinic', 'Kalyan Hospital Gurgaon', 'Yashroop Medical Centre', 'Dr. Sindhu Clinic', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Kr Dental Hub', 'Shree Krishna Hospital Gurgaon', 'Gurgaon Eye Centre', 'Dr. Ashok Jain', 'GH Gurgaon', 'Esic Hospital Gurugram', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",,"['Private Garden / Terrace', 'Water Storage', 'Waste Disposal']"
house,shree krishna homes,sector 104,0.48,50000.0,96.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,1,"pooja room,study room,others",1,North-East,0 to 1 Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Dr. Hitesh Dawar', 'Bhardwaj Hospital', 'R K Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'Sneh Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Kr Dental Hub', 'Shree Krishna Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', ""Dr. Anurag's Child Care Clinic"", 'Dr. Sindhu Clinic', 'Yashroop Medical Centre', 'Gurgaon Eye Centre', 'Dr. Ashok Jain', 'Esic Hospital Gurugram', 'Pearl Dental Clinic', 'Aryan Hospital', 'Taneja Hospital', 'D.R. Rajnis Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'GH Gurgaon', 'Kalyan Hospital Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Chiranjiv Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['2 Wardrobe', '8 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Centrally Air Conditioned', 'Maintenance Staff', 'Park', 'Piped-gas', 'Visitor Parking', 'Security Personnel']"
house,independent,sector 3,0.68,3874.0,1755.0,Built Up area: 1755 (163.04 sq.m.),5,3,0,not available,1,NA,undefined,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Sneh Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Bhardwaj Hospital', 'Dr. Sindhu Clinic', 'R K Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Dr. Hitesh Dawar', 'Prateek Nursing Home And Polyclinic', 'Gurgaon Eye Centre', 'Kr Dental Hub', 'GH Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Dr. Ashok Jain', 'Shree Krishna Hospital Gurgaon', 'Aryan Hospital', 'Sparsh Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Pearl Dental Clinic', 'Bhatnagar Maternity and Nursing Home', 'Kalyan Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Jeevan Jyoti Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'Dr. Sarvejeet Singh', 'Dr. Tomar Clinic', 'Children Hospital', 'Taneja Hospital', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Jackson Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Lieutenant Atul Kataria School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
house,bhim garh kheri,sector 3,1.5,7576.0,1980.0,Plot area 220(183.95 sq.m.),7,2,0,not available,1,NA,undefined,,,
house,independent,sector 105,1.3,11556.0,1125.0,Built Up area: 1125 (104.52 sq.m.),3,3,1,not available,1,East,undefined,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Bhardwaj Hospital', 'R K Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Chirag Hospital Pvt. Ltd', 'Sneh Hospital Gurgaon', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Prateek Nursing Home And Polyclinic', ""Dr. Anurag's Child Care Clinic"", 'Kr Dental Hub', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Yashroop Medical Centre', 'Dr. Sindhu Clinic', 'Shree Krishna Hospital Gurgaon', 'Gurgaon Eye Centre', 'Dr. Ashok Jain', 'Kalyan Hospital Gurgaon', 'Esic Hospital Gurugram', 'Pearl Dental Clinic', 'Aryan Hospital', 'D.R. Rajnis Gupta Clinic', 'Taneja Hospital', 'GH Gurgaon', 'Sparsh Hospital Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Geeta Nursing Home Gurgaon', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",,
house,independent,sector 9,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),2,2,1,not available,1,North-East,5 to 10 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Esic Hospital Gurugram', 'Taneja Hospital', 'Pearl Dental Clinic', 'Dr. Ashok Jain', 'Ankur Clinic and Maternity Home', 'Dr. Madan Clinic', 'Shree Krishna Hospital Gurgaon', 'Shiv Mahima Patient Care Bureau', 'Navjeevan Hospital and Maternity Centre', 'Dev Man Kathuria Clinic', 'Kr Dental Hub', 'Shri Gobind Hospital', 'Satyam Hospital Gurgaon', 'Lal Superspeciality Hospital', 'Chiranjiv Hospital', 'Mangalam Hospital and Heart Centre Gurgaon', 'Swastik Maternity and Medical Centre', 'Geeta Nursing Home Gurgaon', 'Shri Multispeciality Hospital', 'Prateek Nursing Home And Polyclinic', 'Aryan Hospital', 'Ravi Clinic and Health Care Centre', 'Bindal Clinic', 'My Care Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'M.S Hospital', 'D.R. Rajnis Gupta Clinic', 'Triveni Hospital Gurgaon', 'Sethi Hospital Gurgaon', 'Gurgaon Eye Centre', 'Shubham Hospital Gurgaon', 'Pasricha Hospital and Maternity Home', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Kathuria Hospital', 'Parashar Hospital', 'Bhanu Dental Care', 'Nangia Hospital Ent and Maternity', 'Sparsh Hospital Gurgaon', 'Sarvodya Hospital', 'Vinayak Hospital Gurgaon', 'Rama Hospital & Nursing Home', 'Rachna Dental Clinic', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School']",,['Park']
